participant_id,presentation_order,case_id,condition_id,stimulus_id,representation_condition,human_only_information_condition,ai_correctness_condition
DEMO0033,7,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0033,8,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0033,9,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0033,10,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0034,1,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0034,2,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0034,3,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0034,4,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0034,5,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0034,6,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0034,7,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0034,8,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0034,9,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0034,10,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0035,1,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0035,2,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0035,3,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0035,4,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0035,5,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0035,6,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0035,7,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0035,8,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0035,9,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0035,10,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0036,1,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0036,2,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0036,3,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0036,4,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0036,5,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0036,6,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0036,7,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0036,8,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0036,9,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0036,10,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0037,1,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0037,2,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0037,3,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0037,4,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0037,5,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0037,6,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0037,7,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0037,8,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0037,9,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0037,10,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0038,1,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0038,2,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0038,3,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0038,4,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0038,5,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0038,6,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0038,7,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0038,8,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0038,9,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0038,10,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0039,1,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0039,2,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0039,3,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0039,4,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0039,5,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0039,6,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0039,7,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0039,8,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0039,9,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0039,10,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0040,1,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0040,2,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0040,3,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0040,4,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0040,5,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0040,6,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0040,7,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0040,8,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0040,9,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0040,10,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0041,1,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0041,2,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0041,3,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0041,4,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0041,5,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0041,6,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0041,7,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0041,8,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0041,9,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0041,10,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0042,1,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0042,2,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0042,3,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0042,4,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0042,5,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0042,6,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0042,7,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0042,8,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0042,9,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0042,10,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0043,1,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0043,2,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0043,3,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0043,4,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0043,5,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0043,6,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0043,7,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0043,8,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0043,9,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0043,10,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0044,1,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0044,2,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0044,3,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0044,4,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0044,5,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0044,6,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0044,7,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0044,8,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0044,9,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0044,10,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0045,1,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0045,2,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0045,3,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0045,4,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0045,5,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0045,6,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0045,7,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0045,8,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0045,9,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0045,10,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0046,1,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0046,2,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0046,3,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0046,4,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0046,5,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0046,6,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0046,7,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0046,8,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0046,9,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0046,10,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0047,1,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0047,2,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0047,3,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0047,4,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0047,5,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0047,6,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0047,7,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0047,8,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0047,9,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0047,10,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0048,1,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0048,2,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0048,3,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0048,4,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0048,5,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0048,6,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0048,7,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0048,8,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0048,9,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0048,10,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0049,1,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0049,2,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0049,3,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0049,4,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0049,5,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0049,6,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0049,7,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0049,8,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0049,9,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0049,10,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0050,1,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0050,2,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0050,3,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0050,4,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0050,5,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0050,6,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0050,7,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0050,8,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0050,9,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0050,10,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0051,1,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0051,2,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0051,3,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0051,4,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0051,5,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0051,6,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0051,7,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0051,8,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0051,9,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0051,10,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0052,1,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0052,2,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0052,3,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0052,4,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0052,5,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0052,6,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0052,7,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0052,8,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0052,9,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0052,10,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0053,1,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0053,2,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0053,3,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0053,4,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0053,5,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0053,6,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0053,7,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0053,8,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0053,9,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0053,10,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0054,1,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0054,2,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0054,3,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0054,4,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0054,5,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0054,6,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0054,7,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0054,8,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0054,9,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0054,10,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0055,1,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0055,2,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0055,3,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0055,4,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0055,5,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0055,6,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0055,7,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0055,8,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0055,9,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0055,10,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0056,1,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0056,2,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0056,3,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0056,4,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0056,5,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0056,6,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0056,7,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0056,8,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0056,9,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0056,10,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0057,1,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0057,2,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0057,3,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0057,4,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0057,5,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0057,6,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0057,7,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0057,8,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0057,9,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0057,10,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0058,1,MSOD10,C3,MSOD10_C3,low_qc_candidate,present,correct
DEMO0058,2,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0058,3,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0058,4,MSOD08,C1,MSOD08_C1,low_qc_candidate,absent,correct
DEMO0058,5,MSOD07,C8,MSOD07_C8,high_qc_candidate,present,incorrect
DEMO0058,6,MSOD04,C5,MSOD04_C5,high_qc_candidate,absent,correct
DEMO0058,7,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0058,8,MSOD02,C3,MSOD02_C3,low_qc_candidate,present,correct
DEMO0058,9,MSOD01,C2,MSOD01_C2,low_qc_candidate,absent,incorrect
DEMO0058,10,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
DEMO0059,1,MSOD04,C6,MSOD04_C6,high_qc_candidate,absent,incorrect
DEMO0059,2,MSOD06,C8,MSOD06_C8,high_qc_candidate,present,incorrect
DEMO0059,3,MSOD03,C5,MSOD03_C5,high_qc_candidate,absent,correct
DEMO0059,4,MSOD02,C4,MSOD02_C4,low_qc_candidate,present,incorrect
DEMO0059,5,MSOD01,C3,MSOD01_C3,low_qc_candidate,present,correct
DEMO0059,6,MSOD10,C4,MSOD10_C4,low_qc_candidate,present,incorrect
DEMO0059,7,MSOD09,C3,MSOD09_C3,low_qc_candidate,present,correct
DEMO0059,8,MSOD08,C2,MSOD08_C2,low_qc_candidate,absent,incorrect
DEMO0059,9,MSOD07,C1,MSOD07_C1,low_qc_candidate,absent,correct
DEMO0059,10,MSOD05,C7,MSOD05_C7,high_qc_candidate,present,correct
DEMO0060,1,MSOD09,C4,MSOD09_C4,low_qc_candidate,present,incorrect
DEMO0060,2,MSOD08,C3,MSOD08_C3,low_qc_candidate,present,correct
DEMO0060,3,MSOD10,C5,MSOD10_C5,high_qc_candidate,absent,correct
DEMO0060,4,MSOD03,C6,MSOD03_C6,high_qc_candidate,absent,incorrect
DEMO0060,5,MSOD04,C7,MSOD04_C7,high_qc_candidate,present,correct
DEMO0060,6,MSOD05,C8,MSOD05_C8,high_qc_candidate,present,incorrect
DEMO0060,7,MSOD07,C2,MSOD07_C2,low_qc_candidate,absent,incorrect
DEMO0060,8,MSOD02,C5,MSOD02_C5,high_qc_candidate,absent,correct
DEMO0060,9,MSOD06,C1,MSOD06_C1,low_qc_candidate,absent,correct
DEMO0060,10,MSOD01,C4,MSOD01_C4,low_qc_candidate,present,incorrect
DEMO0061,1,MSOD09,C5,MSOD09_C5,high_qc_candidate,absent,correct
DEMO0061,2,MSOD01,C5,MSOD01_C5,high_qc_candidate,absent,correct
DEMO0061,3,MSOD10,C6,MSOD10_C6,high_qc_candidate,absent,incorrect
DEMO0061,4,MSOD03,C7,MSOD03_C7,high_qc_candidate,present,correct
DEMO0061,5,MSOD02,C6,MSOD02_C6,high_qc_candidate,absent,incorrect
DEMO0061,6,MSOD05,C1,MSOD05_C1,low_qc_candidate,absent,correct
DEMO0061,7,MSOD08,C4,MSOD08_C4,low_qc_candidate,present,incorrect
DEMO0061,8,MSOD04,C8,MSOD04_C8,high_qc_candidate,present,incorrect
DEMO0061,9,MSOD06,C2,MSOD06_C2,low_qc_candidate,absent,incorrect
DEMO0061,10,MSOD07,C3,MSOD07_C3,low_qc_candidate,present,correct
DEMO0062,1,MSOD02,C7,MSOD02_C7,high_qc_candidate,present,correct
DEMO0062,2,MSOD10,C7,MSOD10_C7,high_qc_candidate,present,correct
DEMO0062,3,MSOD07,C4,MSOD07_C4,low_qc_candidate,present,incorrect
DEMO0062,4,MSOD05,C2,MSOD05_C2,low_qc_candidate,absent,incorrect
DEMO0062,5,MSOD09,C6,MSOD09_C6,high_qc_candidate,absent,incorrect
DEMO0062,6,MSOD04,C1,MSOD04_C1,low_qc_candidate,absent,correct
DEMO0062,7,MSOD06,C3,MSOD06_C3,low_qc_candidate,present,correct
DEMO0062,8,MSOD03,C8,MSOD03_C8,high_qc_candidate,present,incorrect
DEMO0062,9,MSOD08,C5,MSOD08_C5,high_qc_candidate,absent,correct
DEMO0062,10,MSOD01,C6,MSOD01_C6,high_qc_candidate,absent,incorrect
DEMO0063,1,MSOD05,C3,MSOD05_C3,low_qc_candidate,present,correct
DEMO0063,2,MSOD03,C1,MSOD03_C1,low_qc_candidate,absent,correct
DEMO0063,3,MSOD08,C6,MSOD08_C6,high_qc_candidate,absent,incorrect
DEMO0063,4,MSOD10,C8,MSOD10_C8,high_qc_candidate,present,incorrect
DEMO0063,5,MSOD07,C5,MSOD07_C5,high_qc_candidate,absent,correct
DEMO0063,6,MSOD06,C4,MSOD06_C4,low_qc_candidate,present,incorrect
DEMO0063,7,MSOD01,C7,MSOD01_C7,high_qc_candidate,present,correct
DEMO0063,8,MSOD02,C8,MSOD02_C8,high_qc_candidate,present,incorrect
DEMO0063,9,MSOD04,C2,MSOD04_C2,low_qc_candidate,absent,incorrect
DEMO0063,10,MSOD09,C7,MSOD09_C7,high_qc_candidate,present,correct
DEMO0064,1,MSOD07,C6,MSOD07_C6,high_qc_candidate,absent,incorrect
DEMO0064,2,MSOD02,C1,MSOD02_C1,low_qc_candidate,absent,correct
DEMO0064,3,MSOD05,C4,MSOD05_C4,low_qc_candidate,present,incorrect
DEMO0064,4,MSOD06,C5,MSOD06_C5,high_qc_candidate,absent,correct
DEMO0064,5,MSOD09,C8,MSOD09_C8,high_qc_candidate,present,incorrect
DEMO0064,6,MSOD03,C2,MSOD03_C2,low_qc_candidate,absent,incorrect
DEMO0064,7,MSOD01,C8,MSOD01_C8,high_qc_candidate,present,incorrect
DEMO0064,8,MSOD08,C7,MSOD08_C7,high_qc_candidate,present,correct
DEMO0064,9,MSOD04,C3,MSOD04_C3,low_qc_candidate,present,correct
DEMO0064,10,MSOD10,C1,MSOD10_C1,low_qc_candidate,absent,correct
DEMO0065,1,MSOD06,C6,MSOD06_C6,high_qc_candidate,absent,incorrect
DEMO0065,2,MSOD03,C3,MSOD03_C3,low_qc_candidate,present,correct
DEMO0065,3,MSOD08,C8,MSOD08_C8,high_qc_candidate,present,incorrect
DEMO0065,4,MSOD09,C1,MSOD09_C1,low_qc_candidate,absent,correct
DEMO0065,5,MSOD05,C5,MSOD05_C5,high_qc_candidate,absent,correct
DEMO0065,6,MSOD02,C2,MSOD02_C2,low_qc_candidate,absent,incorrect
DEMO0065,7,MSOD04,C4,MSOD04_C4,low_qc_candidate,present,incorrect
DEMO0065,8,MSOD10,C2,MSOD10_C2,low_qc_candidate,absent,incorrect
DEMO0065,9,MSOD01,C1,MSOD01_C1,low_qc_candidate,absent,correct
DEMO0065,10,MSOD07,C7,MSOD07_C7,high_qc_candidate,present,correct
DEMO0066,1,MSOD09,C2,MSOD09_C2,low_qc_candidate,absent,incorrect
DEMO0066,2,MSOD05,C6,MSOD05_C6,high_qc_candidate,absent,incorrect
DEMO0066,3,MSOD06,C7,MSOD06_C7,high_qc_candidate,present,correct
DEMO0066,4,MSOD03,C4,MSOD03_C4,low_qc_candidate,present,incorrect
